Field=Designator~String~Designator~214|Field=Comment~String~Comment~198|Field=Description~String~Description~300|Field=Manufacturer 1~String~Manufacturer 1~160|Field=Manufacturer Part Number 1~String~Manufacturer Part Number 1~160|Field=Package / Case~String~Package / Case~160|Field=Supplier 1~String~Supplier 1~160|Field=Supplier Part Number 1~String~Supplier Part Number 1~123|ReportField=Currency~<none>|ReportField=ProductionQuantity~1|ReportField=ProjectFileName~OpenRex_V1I1.PrjPcb|ReportField=ProjectFullPath~S:\FEDEVEL\OpenRex\V1I1\OpenRex_V1I1.PrjPcb|ReportField=Title~Component reference BOM For Project [OpenRex_V1I1.PrjPcb] (No PCB Document Selected)|ReportField=TotalQuantity~1027|ReportField=ReportTime~2:28:41 PM|ReportField=ReportDate~1/10/2016|ReportField=ReportDateTime~1/10/2016 2:28:41 PM|ReportField=OutputName~Component reference BOM|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~None|ReportField=ClientCompanyName~FEDEVEL Academy|ReportField=ClientContactEmail~robert.feranec@fedevel.com|ReportField=ClientContactName~Robert Feranec|ReportField=ClientWebsite~www.fedevel.com|ReportField=Company~(c) 2016 FEDEVEL|ReportField=NotFitted~|ReportField=Project~OpenRex|ReportField=VersionRevision~V1I1|ReportField=Address1~|ReportField=Address2~|ReportField=Address3~|ReportField=Address4~|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~|ReportField=Author~|ReportField=CheckedBy~|ReportField=CompanyName~|ReportField=ConfigurationParameters~|ReportField=ConfiguratorName~|ReportField=CurrentDate~1/10/2016|ReportField=CurrentTime~2:09:28 PM|ReportField=Date~|ReportField=DocumentFullPathAndName~S:\FEDEVEL\OpenRex\V1I1\OpenRex_V1I1 Project.SchDoc|ReportField=DocumentName~OpenRex_V1I1 Project.SchDoc|ReportField=DocumentNumber~31|ReportField=DrawnBy~|ReportField=Engineer~|ReportField=ImagePath~|ReportField=IsUserConfigurable~|ReportField=ModifiedDate~1/6/2016|ReportField=Organization~|ReportField=PageSetup~Record=PageOptions|CenterHorizontal=True|CenterVertical=True|PrintScale=1.07|XCorrection=1.00|YCorrection=1.00|PrintKind=1|BorderSize=5000000|LeftOffset=0|BottomOffset=0|Orientation=2|PaperLength=1000|PaperWidth=1000|Scale=100|PaperSource=7|PrintQuality=600|MediaType=1|DitherType=10|PaperKind=A3|PrintScaleMode=1|ReportField=ProjectName~OpenRex_V1I1.PrjPcb|ReportField=Revision~|ReportField=Rule~|ReportField=SheetNumber~31|ReportField=SheetTotal~31|ReportField=Time~|ReportField=Title~|ReportField=VersionControl_RevNumber~|ReportField=DataSourceFileName~OpenRex_V1I1.PrjPcb|ReportField=DataSourceFullPath~S:\FEDEVEL\OpenRex\V1I1\OpenRex_V1I1.PrjPcb
C18|100n|CAP CER 0.1UF 16V 10% X5R 0201|TDK Corporation|C0603X5R1C104K030BC|0201 (0603 Metric)|Digi-Key|445-7313-1-ND
C19|10u|CAP CER 10UF 6.3V X5R 20% 0603|TDK Corporation|C1608X5R0J106M080AB|0603 (1608 Metric)|Digi-Key|445-4112-1-ND
C20|22u|CAP CER 22UF 4V 20% X5R 0603|Murata Electronics North America|GRM188R60G226MEA0D|0603 (1608 Metric)|Digi-Key|490-5526-1-ND
C21|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C22|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C23|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C24|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C25|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C26|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C27|22u|CAP CER 22UF 4V 20% X5R 0603|Murata Electronics North America|GRM188R60G226MEA0D|0603 (1608 Metric)|Digi-Key|490-5526-1-ND
C28|22u|CAP CER 22UF 4V 20% X5R 0603|Murata Electronics North America|GRM188R60G226MEA0D|0603 (1608 Metric)|Digi-Key|490-5526-1-ND
C29|22u|CAP CER 22UF 4V 20% X5R 0603|Murata Electronics North America|GRM188R60G226MEA0D|0603 (1608 Metric)|Digi-Key|490-5526-1-ND
C30|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C31|22u|CAP CER 22UF 4V 20% X5R 0603|Murata Electronics North America|GRM188R60G226MEA0D|0603 (1608 Metric)|Digi-Key|490-5526-1-ND
C32|22u|CAP CER 22UF 4V 20% X5R 0603|Murata Electronics North America|GRM188R60G226MEA0D|0603 (1608 Metric)|Digi-Key|490-5526-1-ND
C33|22u|CAP CER 22UF 4V 20% X5R 0603|Murata Electronics North America|GRM188R60G226MEA0D|0603 (1608 Metric)|Digi-Key|490-5526-1-ND
C34|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C35|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C36|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C37|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C38|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C39|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C40|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C41|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C42|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C43|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C44|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C45|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C46|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C47|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C48|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C49|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C50|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C51|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C52|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C53|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C54|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C55|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C56|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C57|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C58|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C59|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C60|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C61|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C62|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C63|100n|CAP CER .10UF 50V X5R 10% 0402|TDK Corporation|C1005X5R1H104K050BB|0402 (1005 Metric)|Digi-Key|445-5942-1-ND
C64|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C65|100n|CAP CER .10UF 50V X5R 10% 0402|TDK Corporation|C1005X5R1H104K050BB|0402 (1005 Metric)|Digi-Key|445-5942-1-ND
C66|100n|CAP CER .10UF 50V X5R 10% 0402|TDK Corporation|C1005X5R1H104K050BB|0402 (1005 Metric)|Digi-Key|445-5942-1-ND
C67|100n|CAP CER .10UF 50V X5R 10% 0402|TDK Corporation|C1005X5R1H104K050BB|0402 (1005 Metric)|Digi-Key|445-5942-1-ND
C68|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C69|10n|CAP CER 10000PF 50V 10% X7R 0402|TDK Corporation|C1005X7R1H103K050BB|0402 (1005 Metric)|Digi-Key|445-6850-1-ND
C70|10n|CAP CER 10000PF 50V 10% X7R 0402|TDK Corporation|C1005X7R1H103K050BB|0402 (1005 Metric)|Digi-Key|445-6850-1-ND
C71|10n|CAP CER 10000PF 50V 10% X7R 0402|TDK Corporation|C1005X7R1H103K050BB|0402 (1005 Metric)|Digi-Key|445-6850-1-ND
C72|10n|CAP CER 10000PF 50V 10% X7R 0402|TDK Corporation|C1005X7R1H103K050BB|0402 (1005 Metric)|Digi-Key|445-6850-1-ND
C73|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C74|100n|CAP CER 0.1UF 16V 10% X5R 0201|TDK Corporation|C0603X5R1C104K030BC|0201 (0603 Metric)|Digi-Key|445-7313-1-ND
C75|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C76|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C77|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C78|4u7|CAP CER 4.7UF 10V 20% X5R 0402|TDK Corporation|C1005X5R1A475M050BC|0402 (1005 Metric)|Digi-Key|445-8023-1-ND
C79|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C80|10u|CAP CER 10UF 6.3V X5R 20% 0603|TDK Corporation|C1608X5R0J106M080AB|0603 (1608 Metric)|Digi-Key|445-4112-1-ND
C81|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C82|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C83|18p|CAP CER 18PF 50V C0G 5% 0402|TDK Corporation|C1005C0G1H180J050BA|0402 (1005 Metric)|Digi-Key|445-1238-1-ND
C84|18p|CAP CER 18PF 50V C0G 5% 0402|TDK Corporation|C1005C0G1H180J050BA|0402 (1005 Metric)|Digi-Key|445-1238-1-ND
C85|100n|CAP CER 0.1UF 16V 10% X5R 0201|TDK Corporation|C0603X5R1C104K030BC|0201 (0603 Metric)|Digi-Key|445-7313-1-ND
C86|100n|CAP CER 0.1UF 16V 10% X5R 0201|TDK Corporation|C0603X5R1C104K030BC|0201 (0603 Metric)|Digi-Key|445-7313-1-ND
C87|100n|CAP CER .10UF 50V X5R 10% 0402|TDK Corporation|C1005X5R1H104K050BB|0402 (1005 Metric)|Digi-Key|445-5942-1-ND
C88|100u / 10V|CAP TANT 100UF 10V 10% 2312|AVX Corporation|TPSC107K010R0150|2312 (6032 Metric)|Digi-Key|478-7995-1-ND
C89|100n|CAP CER .10UF 50V X5R 10% 0402|TDK Corporation|C1005X5R1H104K050BB|0402 (1005 Metric)|Digi-Key|445-5942-1-ND
C90|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C91|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C92|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C93|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C94|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C95|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C96|22u|CAP CER 22UF 4V 20% X5R 0603|Murata Electronics North America|GRM188R60G226MEA0D|0603 (1608 Metric)|Digi-Key|490-5526-1-ND
C97|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C98|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C99|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C100|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C101|22u|CAP CER 22UF 4V 20% X5R 0603|Murata Electronics North America|GRM188R60G226MEA0D|0603 (1608 Metric)|Digi-Key|490-5526-1-ND
C102|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C103|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C104|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C105|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C106|22u|CAP CER 22UF 4V 20% X5R 0603|Murata Electronics North America|GRM188R60G226MEA0D|0603 (1608 Metric)|Digi-Key|490-5526-1-ND
C107|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C108|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C109|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C110|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C111|22u|CAP CER 22UF 4V 20% X5R 0603|Murata Electronics North America|GRM188R60G226MEA0D|0603 (1608 Metric)|Digi-Key|490-5526-1-ND
C112|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C113|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C114|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C115|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C116|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C117|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C118|22u|CAP CER 22UF 4V 20% X5R 0603|Murata Electronics North America|GRM188R60G226MEA0D|0603 (1608 Metric)|Digi-Key|490-5526-1-ND
C119|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C120|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C121|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C122|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C123|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C124|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C125|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C126|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C127|22u|CAP CER 22UF 4V 20% X5R 0603|Murata Electronics North America|GRM188R60G226MEA0D|0603 (1608 Metric)|Digi-Key|490-5526-1-ND
C128|22u|CAP CER 22UF 4V 20% X5R 0603|Murata Electronics North America|GRM188R60G226MEA0D|0603 (1608 Metric)|Digi-Key|490-5526-1-ND
C129|22u|CAP CER 22UF 4V 20% X5R 0603|Murata Electronics North America|GRM188R60G226MEA0D|0603 (1608 Metric)|Digi-Key|490-5526-1-ND
C130|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C131|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C132|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C133|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C134|220n|CAP CER 0.22UF 6.3V 20% X5R 0201|TDK Corporation|C0603X5R0J224M030BB|0201 (0603 Metric)|Digi-Key|445-5929-1-ND
C135|22u|CAP CER 22UF 4V 20% X5R 0603|Murata Electronics North America|GRM188R60G226MEA0D|0603 (1608 Metric)|Digi-Key|490-5526-1-ND
